iter	Passed	Remaining
348	2394	4467
349	2399	4456
350	2403	4444
351	2407	4432
352	2411	4420
353	2415	4407
354	2418	4395
355	2423	4384
356	2427	4371
357	2431	4359
358	2434	4347
359	2440	4338
360	2444	4326
361	2448	4314
362	2453	4304
363	2457	4294
364	2461	4282
365	2468	4275
366	2472	4264
367	2477	4254
368	2482	4244
369	2485	4232
370	2489	4221
371	2493	4210
372	2497	4198
373	2501	4187
374	2505	4175
375	2511	4167
376	2515	4156
377	2518	4144
378	2523	4134
379	2527	4123
380	2531	4112
381	2535	4101
382	2539	4090
383	2543	4080
384	2547	4068
385	2552	4059
386	2557	4050
387	2561	4040
388	2565	4029
389	2570	4019
390	2573	4009
391	2579	4000
392	2583	3990
393	2587	3980
394	2593	3972
395	2597	3961
396	2601	3950
397	2605	3940
398	2609	3931
399	2614	3921
400	2617	3910
401	2623	3902
402	2627	3892
403	2631	3881
404	2636	3873
405	2640	3862
406	2647	3858
407	2651	3847
408	2655	3837
409	2661	3830
410	2665	3819
411	2669	3809
412	2672	3799
413	2677	3789
414	2680	3778
415	2684	3768
416	2688	3759
417	2692	3749
418	2696	3739
419	2700	3729
420	2704	3719
421	2710	3712
422	2716	3705
423	2724	3701
424	2728	3691
425	2734	3684
426	2738	3674
427	2746	3670
428	2753	3664
429	2756	3654
430	2761	3646
431	2767	3638
432	2771	3628
433	2774	3618
434	2779	3610
435	2783	3600
436	2787	3590
437	2792	3582
438	2797	3575
439	2803	3567
440	2807	3558
441	2811	3549
442	2815	3539
443	2818	3529
444	2822	3520
445	2827	3511
446	2830	3502
447	2834	3492
448	2838	3483
449	2843	3475
450	2848	3467
451	2852	3458
452	2857	3450
453	2862	3442
454	2868	3435
455	2873	3427
456	2876	3418
457	2880	3408
458	2884	3400
459	2888	3391
460	2892	3381
461	2896	3372
462	2900	3363
463	2904	3354
464	2907	3345
465	2912	3337
466	2915	3327
467	2919	3318
468	2925	3312
469	2931	3305
470	2934	3296
471	2940	3288
472	2945	3281
473	2948	3272
474	2952	3263
475	2956	3255
476	2960	3246
477	2964	3237
478	2969	3230
479	2974	3222
480	2978	3213
481	2982	3205
482	2987	3197
483	2993	3191
484	2997	3182
485	3002	3175
486	3006	3167
487	3011	3159
488	3015	3150
489	3021	3144
490	3024	3135
491	3032	3131
492	3036	3123
493	3040	3114
494	3046	3108
495	3052	3102
496	3056	3093
497	3062	3087
498	3066	3078
499	3070	3070
500	3076	3064
501	3081	3056
502	3084	3047
503	3091	3042
504	3095	3034
505	3099	3026
506	3105	3019
507	3110	3012
508	3114	3003
509	3117	2995
510	3122	2988
511	3126	2980
512	3131	2972
513	3136	2966
514	3142	2959
515	3147	2951
516	3153	2946
517	3157	2938
518	3162	2930
519	3169	2925
520	3173	2917
521	3177	2910
522	3185	2905
523	3189	2897
524	3197	2892
525	3201	2884
526	3211	2882
527	3221	2879
528	3233	2878
529	3237	2870
530	3249	2869
531	3253	2862
532	3265	2860
533	3270	2853
534	3283	2853
535	3303	2859
536	3331	2872
537	3335	2864
538	3343	2859
539	3348	2852
540	3354	2846
541	3360	2839
542	3364	2831
543	3371	2825
544	3377	2819
545	3383	2813
546	3392	2809
547	3402	2806
548	3407	2799
549	3415	2794
550	3421	2787
551	3424	2779
552	3430	2772
553	3436	2766
554	3441	2759
555	3446	2752
556	3451	2745
557	3456	2737
558	3462	2731
559	3466	2723
560	3470	2716
561	3479	2711
562	3484	2704
563	3492	2699
564	3496	2691
565	3500	2684
566	3507	2678
567	3511	2671
568	3517	2664
569	3522	2657
570	3527	2650
571	3534	2644
572	3539	2637
573	3546	2632
574	3551	2625
575	3555	2617
576	3559	2609
577	3564	2602
578	3568	2594
579	3571	2586
580	3575	2578
581	3580	2571
582	3583	2563
583	3587	2555
584	3592	2548
585	3597	2541
586	3601	2533
587	3604	2525
588	3608	2518
589	3614	2511
590	3618	2503
591	3624	2498
592	3629	2491
593	3634	2483
594	3638	2476
595	3642	2469
596	3647	2461
597	3651	2454
598	3656	2447
599	3660	2440
600	3665	2433
601	3669	2426
602	3673	2418
603	3677	2411
604	3682	2403
605	3700	2405
606	3707	2400
607	3714	2394
608	3722	2389
609	3731	2385
610	3736	2378
611	3743	2373
612	3750	2367
613	3755	2360
614	3761	2354
615	3768	2349
616	3777	2344
617	3787	2340
618	3792	2334
619	3798	2328
620	3806	2323
621	3814	2318
622	3821	2312
623	3830	2307
624	3837	2302
625	3842	2295
626	3849	2289
627	3853	2282
628	3859	2276
629	3864	2269
630	3867	2261
631	3871	2254
632	3876	2247
633	3880	2240
634	3884	2232
635	3889	2225
636	3893	2218
637	3897	2211
638	3903	2205
639	3907	2198
640	3912	2191
641	3917	2184
642	3921	2177
643	3925	2170
644	3931	2163
645	3935	2156
646	3940	2149
647	3944	2142
648	3951	2137
649	3956	2130
650	3960	2123
651	3965	2116
652	3971	2110
653	3979	2105
654	3986	2099
655	3991	2092
656	3995	2086
657	4001	2079
658	4007	2073
659	4013	2067
660	4018	2060
661	4022	2053
662	4030	2048
663	4036	2042
664	4042	2036
665	4046	2029
666	4051	2022
667	4058	2017
668	4063	2010
669	4072	2005
670	4078	1999
671	4082	1992
672	4089	1987
673	4094	1980
674	4101	1974
675	4106	1968
676	4110	1961
677	4118	1955
678	4122	1948
679	4126	1941
680	4133	1936
681	4137	1929
682	4141	1922
683	4145	1915
684	4149	1908
685	4153	1901
686	4157	1894
687	4162	1887
688	4166	1880
689	4170	1873
690	4174	1866
691	4179	1860
692	4183	1853
693	4188	1846
694	4193	1840
695	4197	1833
696	4201	1826
697	4206	1819
698	4210	1812
699	4214	1806
700	4219	1799
701	4224	1793
702	4228	1786
703	4232	1779
704	4236	1772
705	4241	1766
706	4246	1759
707	4251	1753
708	4256	1746
709	4260	1740
710	4264	1733
711	4270	1727
712	4275	1720
713	4279	1714
714	4284	1707
715	4288	1700
716	4291	1693
717	4296	1687
718	4300	1680
719	4304	1674
720	4308	1667
721	4315	1661
722	4318	1654
723	4324	1648
724	4329	1642
725	4333	1635
726	4338	1629
727	4343	1622
728	4347	1616
729	4352	1609
730	4356	1603
731	4359	1596
732	4363	1589
733	4368	1583
734	4372	1576
735	4375	1569
736	4381	1563
737	4387	1557
738	4391	1551
739	4396	1544
740	4401	1538
741	4405	1531
742	4411	1525
743	4415	1519
744	4420	1512
745	4424	1506
746	4429	1500
747	4433	1493
748	4438	1487
749	4444	1481
750	4448	1474
751	4452	1468
752	4456	1461
753	4461	1455
754	4465	1449
755	4469	1442
756	4474	1436
757	4478	1429
758	4484	1424
759	4491	1418
760	4498	1412
761	4504	1406
762	4510	1401
763	4514	1394
764	4520	1388
765	4525	1382
766	4529	1376
767	4534	1369
768	4538	1363
769	4543	1357
770	4549	1351
771	4553	1344
772	4558	1338
773	4564	1332
774	4568	1326
775	4572	1320
776	4577	1313
777	4581	1307
778	4586	1301
779	4590	1294
780	4594	1288
781	4599	1282
782	4603	1275
783	4607	1269
784	4611	1263
785	4616	1256
786	4620	1250
787	4624	1244
788	4630	1238
789	4635	1232
790	4641	1226
791	4645	1220
792	4649	1213
793	4654	1207
794	4658	1201
795	4664	1195
796	4669	1189
797	4673	1183
798	4681	1177
799	4686	1171
800	4690	1165
801	4698	1159
802	4702	1153
803	4706	1147
804	4711	1141
805	4716	1135
806	4720	1128
807	4725	1122
808	4729	1116
809	4733	1110
810	4738	1104
811	4742	1098
812	4747	1091
813	4752	1086
814	4757	1079
815	4761	1073
816	4766	1067
817	4771	1061
818	4775	1055
819	4780	1049
820	4784	1043
821	4788	1036
822	4792	1030
823	4796	1024
824	4799	1018
825	4803	1011
826	4807	1005
827	4811	999
828	4816	993
829	4820	987
830	4825	981
831	4830	975
832	4839	970
833	4847	964
834	4851	958
835	4855	952
836	4860	946
837	4864	940
838	4869	934
839	4874	928
840	4878	922
841	4882	916
842	4887	910
843	4892	904
844	4896	898
845	4901	892
846	4907	886
847	4911	880
848	4918	874
849	4923	868
850	4928	862
851	4932	856
852	4936	850
853	4941	844
854	4944	838
855	4948	832
856	4952	826
857	4956	820
858	4960	814
859	4964	808
860	4968	802
861	4971	795
862	4975	789
863	4978	783
864	4982	777
865	4986	771
866	4990	765
867	4995	759
868	4999	753
869	5004	747
870	5008	741
871	5012	735
872	5017	729
873	5021	723
874	5026	718
875	5030	712
876	5034	706
877	5037	700
878	5041	693
879	5044	687
880	5047	681
881	5050	675
882	5063	670
883	5071	665
884	5077	659
885	5086	654
886	5091	648
887	5096	642
888	5101	636
889	5110	631
890	5120	626
891	5132	621
892	5136	615
893	5141	609
894	5148	604
895	5153	598
896	5158	592
897	5164	586
898	5168	580
899	5173	574
900	5178	568
901	5183	563
902	5187	557
903	5191	551
904	5195	545
905	5199	539
906	5203	533
907	5207	527
908	5211	521
909	5214	515
910	5219	509
911	5223	503
912	5227	498
913	5230	492
914	5235	486
915	5239	480
916	5243	474
917	5247	468
918	5251	462
919	5254	456
920	5259	451
921	5263	445
922	5266	439
923	5269	433
924	5273	427
925	5281	422
926	5286	416
927	5295	410
928	5302	405
929	5308	399
930	5313	393
931	5318	388
932	5323	382
933	5327	376
934	5330	370
935	5334	364
936	5338	358
937	5341	353
938	5345	347
939	5350	341
940	5359	336
941	5365	330
942	5371	324
943	5376	318
944	5380	313
945	5385	307
946	5389	301
947	5393	295
948	5398	290
949	5402	284
950	5406	278
951	5410	272
952	5415	267
953	5420	261
954	5438	256
955	5444	250
956	5451	244
957	5456	239
958	5465	233
959	5470	227
960	5474	222
961	5480	216
962	5485	210
963	5490	205
964	5496	199
965	5501	193
966	5510	188
967	5515	182
968	5522	176
969	5529	171
970	5540	165
971	5546	159
972	5562	154
973	5569	148
974	5575	142
975	5583	137
976	5591	131
977	5597	125
978	5603	120
979	5614	114
980	5624	108
981	5635	103
982	5640	97
983	5657	91
984	5685	86
985	5690	80
986	5707	75
987	5729	69
988	5738	63
989	5744	58
990	5751	52
991	5760	46
992	5767	40
993	5773	34
994	5778	29
995	5786	23
996	5790	17
997	5795	11
998	5801	5
999	5807	0
